"municipio";"nombre_cine";"numero_pantallas";"fecha_inaguracion";"direccion";"comunidad"
"Zamora";"Teatro Ramos Carrión (Teatro Cine Ramos Carrión)";"1";"1916";"c/ Ramos Carrión, 27";"CASTILLA Y LEON"
"Abenójar";"Cine Moderno";"1";"1950";"c/ Real";"CASTILLA-LA MANCHA"
"Albacete";"Cine Astoria";"2";"1949";"c/ Dionisio Guardiola, 34, esquina con c/ Doctor Collado Piña";"CASTILLA-LA MANCHA"
"Albacete";"Cine Carlos III";"1";"1976";"c/ Collado Piña, 12";"CASTILLA-LA MANCHA"
"Albacete";"Cine Carretas";"2";"1960";"c/ del Tinte, 58";"CASTILLA-LA MANCHA"
"Albacete";"Cine Goya";"1";"1976";"c/ Torres Quevedo, 13 D";"CASTILLA-LA MANCHA"
"Albacete";"Cine Productor A";"2";"1945";"c/ Concepción, 7";"CASTILLA-LA MANCHA"
"Albacete";"EA! Teatro (Teatro Candilejas, Cines Candilejas)";"2";"1980";"c/ Nuestra Señora de Araceli, 1, bajo";"CASTILLA-LA MANCHA"
"Albacete";"Filmoteca de Albacete (Nuevo Cine Capitol)";"3";"1976";"Pl. del Altozano, 9";"CASTILLA-LA MANCHA"
"Albacete";"Gran Hotel Cinema (Cine Gran Hotel)";"2";"1950";"Pl. Altozano Pl. del Altozano Ofertas Habitaciones";"CASTILLA-LA MANCHA"
"Alcalá del Júcar";"Cine San Lorenzo";"2";"1955";"c/ San Lorenzo";"CASTILLA-LA MANCHA"
"Alcázar de San Juan";"Cine Crisfel (Teatro Moderno, Teatro Cinema Moderno)";"1";"1932";"Avda. de Criptana, 3, esquina con Paseo de la Estación";"CASTILLA-LA MANCHA"
"Alcázar de San Juan";"Cinemancha Multicines";"3";"2000";"Avda. de la Constitución s/n";"CASTILLA-LA MANCHA"
"Alcocer";"Cine Alcocer";"1";"1948";"c/ Suspiros, s/n";"CASTILLA-LA MANCHA"
"Aldea del Rey";"Imperial Cinema (""Cine los Benitos"")";"1";"1949";"c/ Ramón y Cajal esquina c/ Calzada";"CASTILLA-LA MANCHA"
"Almansa";"Cine Presidente";"1";"1983";"c/ Santa Teresa, 14";"CASTILLA-LA MANCHA"
"Almansa";"Cines Coliseum (Cine Coliseum)";"3";"1932";"c/ Federico García Lorca, 3";"CASTILLA-LA MANCHA"
"Almansa";"Teatro Regio";"3";"1930";"c/ San Francisco";"CASTILLA-LA MANCHA"
"Alpera";"Cine Montecarlo (Cine Soler)";"1";"1925";"c/ San Roque, 28";"CASTILLA-LA MANCHA"
"Añover de Tajo";"Teatro‐Cine Municipal (Cine Principal)";"3";"1934";"Cervantes, 21";"CASTILLA-LA MANCHA"
"Argamasilla de Calatrava";"Cine Mercedes";"1";"1945";"c/ Amargura, 1";"CASTILLA-LA MANCHA"
"Bargas";"Cine Greco ( ""Cine de La Patro"")";"1";"1940";"c/ Ramón y Cajal, 4‐6";"CASTILLA-LA MANCHA"
"Bienservida";"Cine Sirvent";"1";"1950";"c/ Ramón y Cajal, 12";"CASTILLA-LA MANCHA"
"Bolaños de Calatrava";"Cine Cervantes";"1";"1974";"c/ Manzanares, 15";"CASTILLA-LA MANCHA"
"Bonete";"Teatro María Victoria";"2";"1943";"Pl. Constitución, 4";"CASTILLA-LA MANCHA"
"El Bonillo";"Cine Ideal (Teatro Ideal)";"3";"1910";"Pl. Mayor";"CASTILLA-LA MANCHA"
"Calzada de Oropesa";"Cine Jul‐Mar";"2";"1955";"c/ José Antonio, 23";"CASTILLA-LA MANCHA"
"Calzada de Oropesa";"Cine Reviriego";"2";"1951";"c/ Ramón y Cajal, 17";"CASTILLA-LA MANCHA"
"Campillo de Altobuey";"Teatro Cine España";"1";"1955";"c/ Toledillo";"CASTILLA-LA MANCHA"
"Casas‐Ibáñez";"Cine María Victoria";"2";"1950";"c/ Huerta, s/n";"CASTILLA-LA MANCHA"
"Casas‐Ibáñez";"Teatro Cine Rex (Cine Rex)";"3";"1960";"c/ La Tercia, 54";"CASTILLA-LA MANCHA"
"Cifuentes";"Teatro San Francisco (Cine San Francisco)";"3";"1949";"Pl. de San Francisco, s/n";"CASTILLA-LA MANCHA"
"Ciudad Real";"Teatro Municipal Quijano (Teatro‐Cine Quijano)";"3";"1974";"c/ Ciruela, 7";"CASTILLA-LA MANCHA"
"Consuegra";"Cine Consuegra";"2";"1960";"c/ Hospital, 6";"CASTILLA-LA MANCHA"
"Consuegra";"Cine El Cardenal (Cine Actualidades, Cine Princesa)";"1";"1949";"c/ del Ciprés, 6";"CASTILLA-LA MANCHA"
"Corral de Almaguer";"Cine Alcázar (""Cine de Antonio"")";"2";"1942";"c/ Real, 111";"CASTILLA-LA MANCHA"
"Cuenca";"Cine Avenida";"2";"1962";"Avda. República Argentina, 27";"CASTILLA-LA MANCHA"
"Cuenca";"Cine Teatro Xúcar";"2";"1953";"c/ Cervantes, 15";"CASTILLA-LA MANCHA"
"Cuenca";"Multicines Cuenca";"3";"1992";"c/ Tarancón, 1";"CASTILLA-LA MANCHA"
"Daimiel";"Teatro Ayala (Cine Ayala)";"3";"1943";"c/ Gregorio Molinero, 13";"CASTILLA-LA MANCHA"
"Elche de la Sierra";"Teatro Aguado (Teatro Aguado, Cine Aguado, Cine Teatro Aguado)";"3";"1917";"c/ Calderón de la Barca, 8";"CASTILLA-LA MANCHA"
"Fuencaliente";"Cine Imperial";"2";"1955";"c/ Antonio de Fernández Rodríguez, 15";"CASTILLA-LA MANCHA"
"La Gineta";"Casa de la Cultura de La Gineta (Cine Lope de Vega, ""Cine de Enerio"")";"2";"1950";"c/ Lope de Vega, 15";"CASTILLA-LA MANCHA"
"Guadalajara";"Teatro Moderno (Cine Moderno)";"3";"1944";"c/ Enrique Benito Chavarri";"CASTILLA-LA MANCHA"
"Hellín";"Cine Teatro Victoria (Teatro Victoria)";"3";"1949";"c/ Libertad, 12";"CASTILLA-LA MANCHA"
"Herencia";"Cine La Castellana";"1";"1955";"c/ Honda, 3‐5";"CASTILLA-LA MANCHA"
"Herreruela de Oropesa";"Cine Ramos";"2";"1940";"c/ Olivares, 3";"CASTILLA-LA MANCHA"
"El Herrumblar";"Cine Sáez Huerta (Cine Socorro de Núñez)";"1";"1953";"c/ Nuestra Señora de la Estrella";"CASTILLA-LA MANCHA"
"Illescas";"Centro Cultural de Illescas (Nuevo Cinema, Nuevo Cine Avenida)";"2";"1955";"c/ Real, 86";"CASTILLA-LA MANCHA"
"Lagartera";"Cine Avenida";"2";"1940";"Avda. Maestro Guerrero, 1";"CASTILLA-LA MANCHA"
"Letur";"Teatro Cine El Castillo (Cine El Castillo, Teatro Cine de Letur)";"2";"1949";"Pl. Mayor, 5";"CASTILLA-LA MANCHA"
"Liétor";"Cine María del Carmen";"2";"1948";"c/ Convento, 7‐9";"CASTILLA-LA MANCHA"
"Malagón";"Teatro Cine Edu (Cine Edu)";"2";"1940";"c/ Tercia, 82";"CASTILLA-LA MANCHA"
"Manzanares";"Cine Apolo (Cinema Apolo)";"2";"1969";"c/ Empedrada, 14";"CASTILLA-LA MANCHA"
"Manzanares";"Gran Teatro";"3";"1911";"Pl. del Gran Teatro, s/n";"CASTILLA-LA MANCHA"
"Marchamalo";"Cine La Alegría";"2";"1948";"c/ Guardia Civil, 32";"CASTILLA-LA MANCHA"
"Membrilla";"Cine Avenida (Teatro‐Cine Avenida)";"2";"1956";"c/ San Roque, 16";"CASTILLA-LA MANCHA"
"Miguelturra";"Cine Molina";"2";"1982";"c/ Carnaval, 20";"CASTILLA-LA MANCHA"
"Miguelturra";"Teatro‐Cine Paz (Cine Paz)";"3";"1983";"c/ Ramón y Cajal, 5";"CASTILLA-LA MANCHA"
"Mora";"Teatro Principal";"3";"1926";"c/ Ancha, 18";"CASTILLA-LA MANCHA"
"Mota del Cuervo";"Imperial Cinema";"2";"1940";"c/ Imperial, 3";"CASTILLA-LA MANCHA"
"Motilla del Palancar";"Teatro Cine Herraiz";"1";"1951";"c/ D. Tomás, 9";"CASTILLA-LA MANCHA"
"Munera";"Cine Flores";"2";"1945";"c/ Albacete";"CASTILLA-LA MANCHA"
"Los Navalmorales";"Cine El Greco";"1";"1958";"c/ San Francisco, 17";"CASTILLA-LA MANCHA"
"Los Navalucillos";"Cine Ideal";"1";"1955";"c/ Cruz Blanca, 30";"CASTILLA-LA MANCHA"
"Novés";"Cine Moliné (Cine Ambulante)";"2";"1950";"c/ Amargura, esquina c/ San Roque, 1";"CASTILLA-LA MANCHA"
"Pétrola";"Cine Avenida";"2";"1946";"c/ San Bernabé, 15‐17";"CASTILLA-LA MANCHA"
"Piedrabuena";"Cine Parque";"1";"1948";"c/ General José Rodrigo, 14";"CASTILLA-LA MANCHA"
"Polán";"Teatro Municipal (Cine Castilla)";"3";"1948";"c / Santa Eufemia con c/ General Hernando";"CASTILLA-LA MANCHA"
"La Puebla de Montalbán";"Cine El Túnel";"1";"1962";"c/ Caño Grande, 5";"CASTILLA-LA MANCHA"
"La Puebla de Montalbán";"Cine María Cristina";"2";"1920";"c/ Señor Cura, 7";"CASTILLA-LA MANCHA"
"Puertollano";"Cine El Poblado (Teatro Cine de El Poblado)";"3";"1955";"c/ Avenida de Asturias. Barrio El Poblado";"CASTILLA-LA MANCHA"
"Puertollano";"Multicines Ortega";"3";"2000";"c/ Cañas, 12";"CASTILLA-LA MANCHA"
"Puertollano";"Multicines Ortega";"3";"1960";"c/ Cañas, 8";"CASTILLA-LA MANCHA"
"Quintanar de";"Cine Avenida";"2";"1955";"Avda. de San Fernando, 59";"CASTILLA-LA MANCHA"
"Quintanar de";"Cine Princesa (Teatro Cine Princesa)";"2";"1964";"c/ Princesa, 4";"CASTILLA-LA MANCHA"
"La Roda";"Cine Rialto";"2";"1940";"c/ Dr. Sánchez Rodríguez, 6";"CASTILLA-LA MANCHA"
"La Roda";"Gran Cinema";"2";"1970";"c/ Menéndez Pidal, 7";"CASTILLA-LA MANCHA"
"El Romeral";"""Cine de Josepe"" (Cinematógrafo de El Romeral)";"2";"1940";"c/ Empecinado, 2";"CASTILLA-LA MANCHA"
"Santa Cruz de Mudela";"Cine Cervantes";"1";"1955";"c/ Cervantes, 1";"CASTILLA-LA MANCHA"
"Santa Cruz de Mudela";"Teatro‐Cine Santa Cruz";"1";"1960";"c/ San Sebastián, 75";"CASTILLA-LA MANCHA"
"Sigüenza";"Cine Capitol (Teatro Cine Capitol)";"1";"1930";"Paseo de la Alameda";"CASTILLA-LA MANCHA"
"Socuéllamos";"Teatro Cine Rex (Cine Rex)";"1";"1958";"c/ Generalísimo, 79";"CASTILLA-LA MANCHA"
"La Solana";"Centro Cultural y Centro";"2";"1930";"c/ Feria, 13";"CASTILLA-LA MANCHA"
"La Solana";"Tecnológico de Audiovisuales de La Solana (Cine Cervantes)";"";"";"";"CASTILLA-LA MANCHA"
"Sonseca";"Cine Central";"3";"2005";"c/ Mazarambroz, 50";"CASTILLA-LA MANCHA"
"Sonseca";"Teatro Cervantes (Cine Cervantes)";"3";"1964";"c/ Orgaz, 3";"CASTILLA-LA MANCHA"
"Talavera de la Reina";"Cine Coliseum";"2";"1949";"c/ San Francisco, 22";"CASTILLA-LA MANCHA"
"Talavera de la Reina";"Multicines Calderón (Cine Calderón)";"1";"1957";"Pl. de los Descalzos, s/n";"CASTILLA-LA MANCHA"
"Talavera de la Reina";"Teatro Palenque (Cine Palenque)";"3";"1953";"c/ Palenque, 2";"CASTILLA-LA MANCHA"
"Talavera de la Reina";"Teatro Victoria";"3";"1914";"c/ del Teatro, s/n";"CASTILLA-LA MANCHA"
"Tarazona de la Mancha";"Cine Teatro Sanchiz (Teatro Sanchiz, Cine Sanchiz)";"3";"1955";"Pl. Mayor, 2";"CASTILLA-LA MANCHA"
"Tembleque";"Cine Muñoz";"3";"1957";"c/ Hospital, 14";"CASTILLA-LA MANCHA"
"Toledo";"Cine Alcántara";"1";"1964";"c/ Cabrahigos, 18 (barrio de Santa Bárbara)";"CASTILLA-LA MANCHA"
"Toledo";"Cine María Cristina";"2";"1955";"c/ Marqués de Mendigorría, s/n";"CASTILLA-LA MANCHA"
"Toledo";"Cine Mayoral";"2";"1955";"c/ Marqués de Mendigorría, 10";"CASTILLA-LA MANCHA"
"Tomelloso";"Cinema Torres (Teatro‐Cine Serna, Teatro Serna, Cine Serna)";"1";"1959";"c/ Pintor López Torres, 16";"CASTILLA-LA MANCHA"
"Torrejoncillo";"Real Cinema";"1";"1955";"c/ del Cristo, 4";"CASTILLA-LA MANCHA"
"Torrijos";"Cine Margoy";"1";"1940";"Pl. del Cristo, 8";"CASTILLA-LA MANCHA"
"Torrijos";"Cine Yoli";"1";"1980";"Avda. de la Estación, 58";"CASTILLA-LA MANCHA"
"Torrijos";"Cines Redux (Cines Benidorm, Multicines Benidorm)";"3";"1980";"c/ Cubero, 37";"CASTILLA-LA MANCHA"
"Valverde del Júcar";"Cine Teatro Municipal Miguel Romero Saiz (Cine Moyfrán, Teatro Cine Moyfran, Salón Moyfrán)";"3";"1942";"c/ Fortaleza, 4";"CASTILLA-LA MANCHA"
"Villacañas";"Cine Princesa";"3";"1975";"c/ Tirez, 5";"CASTILLA-LA MANCHA"
"Villafranca de";"Cine Santa Ana (""Cine de los Morros"")";"2";"1940";"c/ Santa Cruz";"CASTILLA-LA MANCHA"
"Villafranca de";"Cine Santa Cruz (Cine España, ""Cine del Tío Víctor"")";"1";"1951";"c/ Isabel Católica";"CASTILLA-LA MANCHA"
"Villamalea";"Cine Fernández";"3";"1976";"c/ Amargura, 2";"CASTILLA-LA MANCHA"
"Villanueva de Alcardete";"Cine Chaplin";"1";"1978";"c/ Miguel Morlán, 21";"CASTILLA-LA MANCHA"
"Villanueva de";"Cine Rex (Cine Progreso)";"2";"1942";"Pl. San Francisco";"CASTILLA-LA MANCHA"
"Villanueva de";"Cine Aluser";"1";"1955";"c/ San Francisco, 53";"CASTILLA-LA MANCHA"
"Villarrobledo";"Cine Rex";"1";"1941";"c/ Octavio Cuartero, 20";"CASTILLA-LA MANCHA"
"Villarrobledo";"Gran Teatro";"3";"1915";"c/ Virgen, 3";"CASTILLA-LA MANCHA"
"Villarrubia de Santiago";"Cine Alborada (Cine Marianto)";"2";"1951";"c/ San Isidro, 5";"CASTILLA-LA MANCHA"
"Villarrubia de Santiago";"Cine de la antigua ermita";"2";"1960";"c/ San Antonio, 2";"CASTILLA-LA MANCHA"
"Villarta";"Cine Mejías";"1";"1955";"c/ Infanta Paz";"CASTILLA-LA MANCHA"
"Villarta de San Juan";"Cine Negrillo";"1";"1940";"c/ García Morato";"CASTILLA-LA MANCHA"
"Villasequilla";"Casa de la Cultura (Cine Hispano)";"3";"1948";"c/ de Mora";"CASTILLA-LA MANCHA"
"Villasequilla";"Cine Moderno (""Cine del Gallardo"")";"2";"1930";"c/ Clavel";"CASTILLA-LA MANCHA"
"Villatobas";"Centro Cívico (Cine Ideal)";"2";"1940";"Avda. Constitución, 4";"CASTILLA-LA MANCHA"
"Villatobas";"Teatro Cervantes";"3";"1920";"c/ Mayor del Arrabal, 1";"CASTILLA-LA MANCHA"
"Àger";"Cine Sauret";"2";"1940";"c/ La Font, 9";"CATALUNA"
"Agramunt";"Cine Avenida";"2";"1940";"Avda. Agustí Ros";"CATALUNA"
"Agramunt";"Cine X";"2";"1960";"Agramunt";"CATALUNA"
"Agramunt";"Cinema Casal d'Agramunt (Cine Casino Agramuntés, Cine Casal)";"3";"1939";"c/ Mercadal, 7";"CATALUNA"
"Aiguafreda";"Cine d'en Francès (""Cine del Francesc"", ""Cine del Francés"")";"1";"1910";"Passeig de Catalunya, 24";"CATALUNA"
"Aitona";"Cine Juimo";"2";"1940";"c/ Queixeret esquina c/ Sequia";"CATALUNA"
"Albatàrrec";"Cine Nuevo";"2";"1944";"Pl. Ramón Felip, 4";"CATALUNA"
"Albesa";"Cine Cataluña (""Cal Palau"")";"1";"1925";"c/ La Creu, 11";"CATALUNA"
"Albi, L'";"Cine Cataluña";"1";"1940";"Avda. Cataluña, 11";"CATALUNA"
"Alcanar";"Auditorio Municipal José A. Valls (Cine Catalunya)";"1";"1970";"Avda. Catalunya, 78";"CATALUNA"
"Alcanar";"Cine Marina";"1";"1964";"c/ Verge del Carme, s/n (Les Cases d'Alcanar)";"CATALUNA"
"Alcanar";"Cine Pedrell";"2";"1957";"c/ Pasaje Español, 3‐5";"CATALUNA"
"Alcarràs";"Cine Cataluña";"2";"1940";"c/ Major";"CATALUNA"
"Alcover";"Cine Círculo de Amigos (Cine Círculo de Amigos de Educación y Descanso)";"3";"1928";"Pl. Portal, 3";"CATALUNA"
"Aldea, L'";"Cine Maravillas";"1";"1947";"Avda. Catalunya, 355‐357";"CATALUNA"
"Aldover";"Cine Moderno (Cine Nuevo)";"2";"1940";"c/ Sant Francesc, 14";"CATALUNA"
"Aleixar, L'";"Cine Atlántida";"2";"1949";"Pl. Vila, 2";"CATALUNA"
"Alella";"Cine La Constancia";"2";"1940";"Rambla Angel Guimerà, 18";"CATALUNA"
"Alfarràs";"Cine Victoria";"2";"1940";"Avda. Lleida, 16";"CATALUNA"
"Alfarràs";"Cinema Avinguda d'Alfarràs (Cine Avenida)";"1";"1956";"Avda. Catalunya, 22";"CATALUNA"
"Alfés";"Cine Molló";"2";"1940";"Travesía La Balsa, 8";"CATALUNA"
"Alforja";"Teatre Nou (Cine Teatro Nuevo, ""Cine del Pepolla"", Cine Nuevo, Cine Teatro Amics d'Alforja)";"1";"1925";"c/ de la Font esquina c/ Pepolla";"CATALUNA"
"Almacelles";"Teatre Novedades (Teatro Novedades)";"1";"1920";"c/ Major, 41";"CATALUNA"
"Almenar";"Cine Ideal";"2";"1955";"c/ Trullet";"CATALUNA"
"Almoster";"Cine Teatro Ateneu Agrícola (Cine Almoster)";"3";"1965";"Pl. Josep Roselló, 1";"CATALUNA"
"Ametlla de Mar, L'";"Cine Gurrera (""Cine de Baix"", Cine Augustus)";"2";"1945";"c/ Països Catalans, 24";"CATALUNA"
"Amposta";"Cine Olimpia";"2";"1922";"Ada. de la Ràpita, 41‐43";"CATALUNA"
"Amposta";"Cine Oscar Palace (Cine Oscar)";"2";"1950";"Avda. Santa Bárbara, 18‐20 esq. c/ Agustina Aragó";"CATALUNA"
"Amposta";"Cinemes Amposta (Cine Amposta)";"1";"1960";"c/ Berlín";"CATALUNA"
"Anglès";"Cine Gubau (Café Teatro Gubau)";"2";"1918";"c/ Indústria";"CATALUNA"
"Anglès";"Cinema Espinet (Cine Espinet)";"1";"1967";"c/ Ponent";"CATALUNA"
"Anglesola";"Cine Marina";"2";"1932";"Avda. Catalunya";"CATALUNA"
"Arboç, L'";"Cine Arbosense";"1";"1913";"c/ Sant Julià, 6";"CATALUNA"
"Arbúcies";"Cine Centre Catòlic (Teatro Centro Católico)";"3";"1908";"c/ Camprodon, 32";"CATALUNA"
"Arenys de Munt";"Cine El Siglo (""Can Ton"")";"1";"1940";"Ctra. Sant Celoni";"CATALUNA"
"Arenys de Munt";"Cine Rovira (Café Catalunya)";"2";"1912";"c/ Sant Martí, 36";"CATALUNA"
"Argentona";"Teatro Auditorio de Argentona (Sala Argentona)";"3";"1949";"Pl. Nova, s/n";"CATALUNA"
"Arnes";"Cine Casal Municipal (Cine Casal, Cine Arnes)";"3";"1950";"c/ Antoni Gaudí, 8";"CATALUNA"
"Artés";"Cine Oriente";"2";"1940";"Artés";"CATALUNA"
"Artesa de Lleida";"Cine Capitol";"2";"1940";"Artesa de Lleida";"CATALUNA"
"Ascó";"Cine Mari (Cine Salón Mari)";"1";"1949";"c/ Colomé, 24";"CATALUNA"
"Avinyó";"Local Catalunya (Cine Cataluña, Cine Catalunya)";"3";"1960";"c/ Sant Josep, 2";"CATALUNA"
"Badalona";"Cine Nou (Salón Cine Nuevo, Cine Nuevo, Cinema Nou, ""Can Salsas"")";"2";"1934";"c/ Mar, 36";"CATALUNA"
"Badalona";"Cine Verbena";"2";"1958";"c/ del Mar, 20";"CATALUNA"
"Badalona";"Cine Victòria (Cine Victoria, Gran Salón Cine Victoria)";"2";"1954";"c/ Sant Joan, 27";"CATALUNA"
"Badalona";"Cinema Artigues (Cine Moderno, Cine Artigas)";"2";"1922";"c/ Balmes, 37";"CATALUNA"
"Badalona";"Cines La Salut (Cine La Salud, Cine Salud, Cine La Salut)";"2";"1947";"Passeig de la Salut, s/n";"CATALUNA"
"Badalona";"Multicines Picarol (Cine Picarol Nuevo)";"2";"1964";"Pl. de la Vila, 5";"CATALUNA"
"Badalona";"Teatre El Círcol (Cine del Círculo Católico, Cine Círcol Catòlic)";"3";"1941";"c/ Sant Anastasi, 2";"CATALUNA"
"Badalona";"Teatre Principal (Principal Cinema, Cine Principal, Cinema Principal)";"3";"1942";"c/ Francesc Layret, 41";"CATALUNA"
"Badalona";"Teatre Zorrilla (Teatro Zorrilla, Cine Zorrilla, Teatro Zorrilla‐ Cine Aya, Cine AYA)";"3";"1905";"c/ Canonge Baranera, 17";"CATALUNA"
"Bagà";"Cine Boira";"2";"1940";"c/ Font del Sofre, 1";"CATALUNA"
"Balaguer";"Cine Condal";"1";"1966";"Avda. Pere III";"CATALUNA"
"Balaguer";"Cinemes Comtes d'Urgell (Cine Condes de Urgell, Cine Condes)";"2";"1960";"Avda. Pere III, 39";"CATALUNA"
"Barbens";"Cinema Espanyol (Cine Español)";"3";"1940";"Barbens";"CATALUNA"
"Barcelona";"ABC Cinema (Cine ABC)";"2";"1961";"c/ Balmes, 306";"CATALUNA"
"Barcelona";"Arenas Cinema Gay (Cine Las Arenas, Cine Arenas)";"2";"1928";"c/ Tarragona, 5‐7";"CATALUNA"
"Barcelona";"Aribau Club 2 Sales (Cine Aribau Club)";"1";"1994";"Gran Via de les Corts Catalanes, 565‐567";"CATALUNA"
"Barcelona";"Aribau Multicines 5 Sales (Cine Aribau, Aribau Cinema)";"3";"1962";"c/ Aribau, 8‐10";"CATALUNA"
"Barcelona";"Balmes Multicines (Auditori Manén)";"3";"2013";"c/ Balmes, 422";"CATALUNA"
"Barcelona";"Boliche Cinemes (Cine‐Bar Boliche, Cines Boliche)";"3";"1998";"Avda. Diagonal, 508‐510";"CATALUNA"
"Barcelona";"Bosque Multicines (Teatro del Bosque, Cine Bosque)";"3";"1965";"Rambla Prat, 10‐12 a 16";"CATALUNA"
"Barcelona";"Cine Alcázar (Cine Lido, Cine Actualidades)";"2";"1939";"Rambla de Catalunya, 37";"CATALUNA"
"Barcelona";"Cine Aquitània (Cine Infanta, Cinema Infanta, Cine Aquitania)";"3";"1969";"Avda. de Sarrià, 31‐33";"CATALUNA"
"Barcelona";"Cine Arcadia";"2";"1957";"c/ Tuset, 14 y c/ Balmes, 184";"CATALUNA"
"Barcelona";"Cine Ars";"2";"1972";"c/ Atenes, 27";"CATALUNA"
"Barcelona";"Cine Astoria";"2";"1934";"c/ París, 193‐199";"CATALUNA"
"Barcelona";"Cine Avenida de la Luz";"1";"1943";"c/ Pelayo. Galerías subterráneas Avenida de la Luz";"CATALUNA"
"Barcelona";"Cine Balmes";"2";"1953";"c/ Balmes, 215";"CATALUNA"
"Barcelona";"Cine Bonanova";"2";"1957";"c/ Bigay, 4‐6 (Barrio de La Bonanova)";"CATALUNA"
"Barcelona";"Cine Bretón";"2";"1939";"c/ Jaume Piquet, 7 (Barrio de Sarriá)";"CATALUNA"
"Barcelona";"Cine C.A.P.S.A. (Cine Capsa)";"2";"1977";"c/ Pau Claris, 134 esquina c/ Aragó, 283";"CATALUNA"
"Barcelona";"Cine Capri";"2";"1957";"c/ Fonería, 29 (Barrio Zona Franca)";"CATALUNA"
"Barcelona";"Cine Colón (Gran Cine Colón, ""Cine el Potaje"")";"2";"1923";"c/ Arc del Teatre, 58 (Barrio del Raval)";"CATALUNA"
"Barcelona";"Cine Coroleu (Salón Coroleu)";"2";"1931";"c/ Coroleu, 26";"CATALUNA"
"Barcelona";"Cine Diagonal";"2";"1961";"Avda. Diagonal, 458";"CATALUNA"
"Barcelona";"Cine Fórum";"1";"1950";"c/ Torre Vélez, 27";"CATALUNA"
"Barcelona";"Cine Galileo";"2";"1928";"c/ Galileo, 60";"CATALUNA"
"Barcelona";"Cine Horta (""Cine viejo de Horta"")";"2";"1928";"c/ Horta, 31‐33";"CATALUNA"
"Barcelona";"Cine Ideal (""Cine de Rellis"", ""el de Rellis"")";"2";"1917";"c/ Doctor Trueta, 196‐198 y c/ Taulat, 51‐53 (Barrio del Poblenou)";"CATALUNA"
"Barcelona";"Cine Jaume I (Cine Jaime I)";"2";"1967";"c/ República Argentina, 267‐269";"CATALUNA"
"Barcelona";"Cine Levante";"2";"1958";"Rambla de Guipúscoa, 70‐72";"CATALUNA"
"Barcelona";"Cine Lux (Cinema Lux)";"2";"1967";"Avda. Jordá, 1‐3";"CATALUNA"
"Barcelona";"Cine Manila";"2";"1941";"c/ Baixa de Sant Pere, 28";"CATALUNA"
"Barcelona";"Cine Maryland (Cine Mary Land, Cine Plaza, Sala X)";"3";"1934";"Pl. Urquinaona, 5";"CATALUNA"
"Barcelona";"Cine Miami (""El cine de las Pipas"", Nou Teatre Olimpia)";"1";"1961";"Ctra. de la Bordeta, 53";"CATALUNA"
"Barcelona";"Cine Montecarlo";"1";"1945";"c/ Provença, 280";"CATALUNA"
"Barcelona";"Cine Palace (Palace Cinema)";"2";"1968";"Avda. Rasos de Peguera, 19‐25 y c/ de Vallcivera, 14. Barrio Ciutat Meridiana";"CATALUNA"
"Barcelona";"Cine Paladium (Cine Guineueta)";"2";"1967";"c/ de La Guineueta, 23. Rambla del Caçador (Barrio de la Guineueta)";"CATALUNA"
"Barcelona";"Cine Pere IV (Cine Pedro IV, Cine Club Pedro IV)";"1";"1965";"c/ Alfons el Magnánim, 59 (Sant Martí)";"CATALUNA"
"Barcelona";"Cine Petit Pelayo";"1";"1962";"c/ Tallers, 74";"CATALUNA"
"Barcelona";"Cine Provensals";"2";"1933";"c/ Pedro IV, 393‐395 (Barrio del Tomàquet)";"CATALUNA"
"Barcelona";"Cine Rex";"1";"1940";"Gran Vía de les Corts Catalanes, 463";"CATALUNA"
"Barcelona";"Cine Savoy (Cine Saboya)";"2";"1935";"Passeig de Gràcia, 86";"CATALUNA"
"Barcelona";"Cine Venecia";"2";"1968";"c/ Tajo, 57 y c/ Dante Alighieri, 18‐ 23";"CATALUNA"
"Barcelona";"Cinema Liceu (Cine y Bar Liceo, Cine Liceo, Cinema Liceo)";"2";"1959";"c/ Sants, 96 y c/ Alcolea, 11‐13 (Barrio de Sants)";"CATALUNA"
"Barcelona";"Cinema Maldà (Cine Maldá)";"3";"1945";"c/ del Pi, 5 (Galerías Maldá)";"CATALUNA"
"Barcelona";"Cinemes Girona (Cine New York, Cine España, Cine Moderno, Cinemes Lauren, CineCasablancaGràcia)";"3";"1990";"c/ Girona, 173‐175";"CATALUNA"
"Barcelona";"Cinemes Renoir (Cines Renoir Les Corts)";"1";"1996";"c/ Eugeni d'Ors, 12";"CATALUNA"
"Barcelona";"Cinemes Texas (Cine Texas, Cines Lauren Gràcia, Cines Texas)";"3";"1947";"c/ Bailén, 205";"CATALUNA"
"Barcelona";"Cinemes Verdi (Teatro Moratín, Cine Verdi, Cines Verdi)";"3";"1933";"c/ Verdi, 32";"CATALUNA"
"Barcelona";"Cines Casablanca Kaplan (Cines Casablanca)";"1";"1980";"Passeig de Gràcia, 115";"CATALUNA"
"Barcelona";"Cines Comèdia (Teatro de la Comedia, Cine Comedia)";"3";"1941";"Passeig de Gràcia, 13";"CATALUNA"
"Barcelona";"Cines Lauren Sant Andreu";"1";"2002";"Passeig de Fabra i Puig, 28";"CATALUNA"
"Barcelona";"Cines Renoir Floridablanca (Cine Florida)";"3";"2002";"c/ Floridablanca, 135";"CATALUNA"
